permno,adate,qdate,public_date,bm,TICKER
30382,2005-01-31,2005-01-31,2005-05-31,0.265,DG
30382,2005-01-31,2005-04-30,2005-06-30,0.270,DG
30382,2005-01-31,2005-04-30,2005-07-31,0.270,DG
30382,2005-01-31,2005-04-30,2005-08-31,0.270,DG
30382,2005-01-31,2005-07-31,2005-09-30,0.263,DG
30382,2005-01-31,2005-07-31,2005-10-31,0.263,DG
30382,2005-01-31,2005-07-31,2005-11-30,0.263,DG
30382,2005-01-31,2005-10-31,2005-12-31,0.272,DG
30382,2005-01-31,2005-10-31,2006-01-31,0.272,DG
30382,2005-01-31,2005-10-31,2006-02-28,0.272,DG
30382,2006-01-31,2006-01-31,2006-03-31,0.335,DG
30382,2006-01-31,2006-01-31,2006-04-30,0.335,DG
30382,2006-01-31,2006-01-31,2006-05-31,0.335,DG
30382,2006-01-31,2006-04-30,2006-06-30,0.322,DG
30382,2006-01-31,2006-04-30,2006-07-31,0.322,DG
30382,2006-01-31,2006-04-30,2006-08-31,0.322,DG
30382,2006-01-31,2006-07-31,2006-09-30,0.426,DG
30382,2006-01-31,2006-07-31,2006-10-31,0.426,DG
30382,2006-01-31,2006-07-31,2006-11-30,0.426,DG
30382,2006-01-31,2006-10-31,2006-12-31,0.403,DG
30382,2006-01-31,2006-10-31,2007-01-31,0.403,DG
30382,2006-01-31,2006-10-31,2007-02-28,0.403,DG
30382,2007-01-31,2007-01-31,2007-03-31,0.338,DG
30382,2007-01-31,2007-01-31,2007-04-30,0.338,DG
30382,2007-01-31,2007-01-31,2007-05-31,0.338,DG
30382,2007-01-31,2007-04-30,2007-06-30,0.267,DG
31042,1998-12-31,1999-09-30,2000-01-31,2.601,CNP
31042,1999-12-31,1999-12-31,2000-02-29,2.963,CNP
31042,1999-12-31,1999-12-31,2000-03-31,2.963,CNP
31042,1999-12-31,1999-12-31,2000-04-30,2.963,CNP
31042,1999-12-31,2000-03-31,2000-05-31,1.735,CNP
31042,1999-12-31,2000-03-31,2000-06-30,1.735,CNP
31042,1999-12-31,2000-03-31,2000-07-31,1.735,CNP
31042,1999-12-31,2000-06-30,2000-08-31,1.796,CNP
31042,1999-12-31,2000-06-30,2000-09-30,1.796,CNP
31042,1999-12-31,2000-06-30,2000-10-31,1.796,CNP
31042,1999-12-31,2000-09-30,2000-11-30,1.767,CNP
31042,1999-12-31,2000-09-30,2000-12-31,1.767,CNP
31042,1999-12-31,2000-09-30,2001-01-31,1.767,CNP
31042,,2000-09-30,2001-02-28,1.767,CNP
31472,1998-12-31,1999-09-30,2000-01-31,0.097,ETA
31472,1999-12-31,1999-12-31,2000-02-29,0.078,ETA
31472,1999-12-31,1999-12-31,2000-03-31,0.078,ETA
31472,1999-12-31,1999-12-31,2000-04-30,0.078,ETA
31472,1999-12-31,2000-03-31,2000-05-31,0.141,ETA
31472,1999-12-31,2000-03-31,2000-06-30,0.141,ETA
31472,1999-12-31,2000-03-31,2000-07-31,0.141,ETA
31472,1999-12-31,2000-06-30,2000-08-31,0.556,ETA
31472,1999-12-31,2000-06-30,2000-09-30,0.556,ETA
31472,1999-12-31,2000-06-30,2000-10-31,0.556,ETA
31472,1999-12-31,2000-09-30,2000-11-30,0.777,ETA
31472,1999-12-31,2000-09-30,2000-12-31,0.777,ETA
31472,1999-12-31,2000-09-30,2001-01-31,0.777,ETA
31472,,2000-09-30,2001-02-28,0.777,ETA
31472,,2000-09-30,2001-03-31,0.777,ETA
31472,,2000-09-30,2001-04-30,0.777,ETA
31472,,2000-09-30,2001-05-31,0.777,ETA
31472,,2000-09-30,2001-06-30,0.777,ETA
31472,,2000-09-30,2001-07-31,0.777,ETA
31472,,2000-09-30,2001-08-31,0.777,ETA
31472,,2000-09-30,2001-09-30,0.777,ETA
32986,1999-09-30,1999-09-30,2000-01-31,0.650,ATO
32986,1999-09-30,1999-12-31,2000-02-29,0.795,ATO
32986,1999-09-30,1999-12-31,2000-03-31,0.795,ATO
32986,1999-09-30,1999-12-31,2000-04-30,0.795,ATO
32986,1999-09-30,2000-03-31,2000-05-31,1.024,ATO
32986,1999-09-30,2000-03-31,2000-06-30,1.024,ATO
32986,1999-09-30,2000-03-31,2000-07-31,1.024,ATO
32986,1999-09-30,2000-06-30,2000-08-31,0.944,ATO
32986,1999-09-30,2000-06-30,2000-09-30,0.944,ATO
32986,1999-09-30,2000-06-30,2000-10-31,0.944,ATO
32986,2000-09-30,2000-09-30,2000-11-30,0.795,ATO
32986,2000-09-30,2000-09-30,2000-12-31,0.795,ATO
32986,2000-09-30,2000-09-30,2001-01-31,0.795,ATO
32986,2000-09-30,2000-12-31,2001-02-28,0.710,ATO
32986,2000-09-30,2000-12-31,2001-03-31,0.710,ATO
32986,2000-09-30,2000-12-31,2001-04-30,0.710,ATO
32986,2000-09-30,2001-03-31,2001-05-31,0.738,ATO
32986,2000-09-30,2001-03-31,2001-06-30,0.738,ATO
32986,2000-09-30,2001-03-31,2001-07-31,0.738,ATO
32986,2000-09-30,2001-06-30,2001-08-31,0.736,ATO
32986,2000-09-30,2001-06-30,2001-09-30,0.736,ATO
32986,2000-09-30,2001-06-30,2001-10-31,0.736,ATO
32986,2001-09-30,2001-09-30,2001-11-30,0.820,ATO
32986,2001-09-30,2001-09-30,2001-12-31,0.820,ATO
32986,2001-09-30,2001-09-30,2002-01-31,0.820,ATO
32986,2001-09-30,2001-12-31,2002-02-28,0.852,ATO
32986,2001-09-30,2001-12-31,2002-03-31,0.852,ATO
32986,2001-09-30,2001-12-31,2002-04-30,0.852,ATO
32986,2001-09-30,2002-03-31,2002-05-31,0.783,ATO
32986,2001-09-30,2002-03-31,2002-06-30,0.783,ATO
32986,2001-09-30,2002-03-31,2002-07-31,0.783,ATO
32986,2001-09-30,2002-06-30,2002-08-31,0.807,ATO
32986,2001-09-30,2002-06-30,2002-09-30,0.807,ATO
32986,2001-09-30,2002-06-30,2002-10-31,0.807,ATO
32986,2002-09-30,2002-09-30,2002-11-30,0.790,ATO
32986,2002-09-30,2002-09-30,2002-12-31,0.790,ATO
32986,2002-09-30,2002-09-30,2003-01-31,0.790,ATO
32986,2002-09-30,2002-12-31,2003-02-28,0.787,ATO
32986,2002-09-30,2002-12-31,2003-03-31,0.787,ATO
32986,2002-09-30,2002-12-31,2003-04-30,0.787,ATO
32986,2002-09-30,2003-03-31,2003-05-31,0.903,ATO
32986,2002-09-30,2003-03-31,2003-06-30,0.903,ATO
32986,2002-09-30,2003-03-31,2003-07-31,0.903,ATO
32986,2002-09-30,2003-06-30,2003-08-31,0.782,ATO
32986,2002-09-30,2003-06-30,2003-09-30,0.782,ATO
32986,2002-09-30,2003-06-30,2003-10-31,0.782,ATO
32986,2003-09-30,2003-09-30,2003-11-30,0.877,ATO
32986,2003-09-30,2003-09-30,2003-12-31,0.877,ATO
32986,2003-09-30,2003-09-30,2004-01-31,0.877,ATO
32986,2003-09-30,2003-12-31,2004-02-29,0.892,ATO
32986,2003-09-30,2003-12-31,2004-03-31,0.892,ATO
32986,2003-09-30,2003-12-31,2004-04-30,0.892,ATO
32986,2003-09-30,2004-03-31,2004-05-31,0.874,ATO
32986,2003-09-30,2004-03-31,2004-06-30,0.874,ATO
32986,2003-09-30,2004-03-31,2004-07-31,0.874,ATO
32986,2003-09-30,2004-06-30,2004-08-31,0.858,ATO
32986,2003-09-30,2004-06-30,2004-09-30,0.858,ATO
32986,2003-09-30,2004-06-30,2004-10-31,0.858,ATO
32986,2004-09-30,2004-09-30,2004-11-30,0.852,ATO
32986,2004-09-30,2004-09-30,2004-12-31,0.852,ATO
32986,2004-09-30,2004-09-30,2005-01-31,0.852,ATO
32986,2004-09-30,2004-12-31,2005-02-28,0.803,ATO
32986,2004-09-30,2004-12-31,2005-03-31,0.803,ATO
32986,2004-09-30,2004-12-31,2005-04-30,0.803,ATO
32986,2004-09-30,2005-03-31,2005-05-31,0.871,ATO
32986,2004-09-30,2005-03-31,2005-06-30,0.871,ATO
32986,2004-09-30,2005-03-31,2005-07-31,0.871,ATO
32986,2004-09-30,2005-06-30,2005-08-31,0.796,ATO
32986,2004-09-30,2005-06-30,2005-09-30,0.796,ATO
32986,2004-09-30,2005-06-30,2005-10-31,0.796,ATO
32986,2005-09-30,2005-09-30,2005-11-30,0.833,ATO
32986,2005-09-30,2005-09-30,2005-12-31,0.833,ATO
32986,2005-09-30,2005-09-30,2006-01-31,0.833,ATO
32986,2005-09-30,2005-12-31,2006-02-28,0.909,ATO
32986,2005-09-30,2005-12-31,2006-03-31,0.909,ATO
32986,2005-09-30,2005-12-31,2006-04-30,0.909,ATO
32986,2005-09-30,2006-03-31,2006-05-31,0.934,ATO
32986,2005-09-30,2006-03-31,2006-06-30,0.934,ATO
32986,2005-09-30,2006-03-31,2006-07-31,0.934,ATO
32986,2005-09-30,2006-06-30,2006-08-31,0.856,ATO
32986,2005-09-30,2006-06-30,2006-09-30,0.856,ATO
32986,2005-09-30,2006-06-30,2006-10-31,0.856,ATO
32986,2006-09-30,2006-09-30,2006-11-30,0.837,ATO
32986,2006-09-30,2006-09-30,2006-12-31,0.837,ATO
32986,2006-09-30,2006-09-30,2007-01-31,0.837,ATO
32986,2006-09-30,2006-12-31,2007-02-28,0.795,ATO
32986,2006-09-30,2006-12-31,2007-03-31,0.795,ATO
32986,2006-09-30,2006-12-31,2007-04-30,0.795,ATO
32986,2006-09-30,2007-03-31,2007-05-31,0.852,ATO
32986,2006-09-30,2007-03-31,2007-06-30,0.852,ATO
32986,2006-09-30,2007-03-31,2007-07-31,0.852,ATO
32986,2006-09-30,2007-06-30,2007-08-31,0.879,ATO
32986,2006-09-30,2007-06-30,2007-09-30,0.879,ATO
32986,2006-09-30,2007-06-30,2007-10-31,0.879,ATO
32986,2007-09-30,2007-09-30,2007-11-30,0.924,ATO
32986,2007-09-30,2007-09-30,2007-12-31,0.924,ATO
32986,2007-09-30,2007-09-30,2008-01-31,0.924,ATO
32986,2007-09-30,2007-12-31,2008-02-29,0.956,ATO
32986,2007-09-30,2007-12-31,2008-03-31,0.956,ATO
32986,2007-09-30,2007-12-31,2008-04-30,0.956,ATO
32986,2007-09-30,2008-03-31,2008-05-31,1.108,ATO
32986,2007-09-30,2008-03-31,2008-06-30,1.108,ATO
32986,2007-09-30,2008-03-31,2008-07-31,1.108,ATO
32986,2007-09-30,2008-06-30,2008-08-31,1.024,ATO
32986,2007-09-30,2008-06-30,2008-09-30,1.024,ATO
32986,2007-09-30,2008-06-30,2008-10-31,1.024,ATO
32986,2008-09-30,2008-09-30,2008-11-30,1.032,ATO
32986,2008-09-30,2008-09-30,2008-12-31,1.032,ATO
32986,2008-09-30,2008-09-30,2009-01-31,1.032,ATO
32986,2008-09-30,2008-12-31,2009-02-28,1.156,ATO
32986,2008-09-30,2008-12-31,2009-03-31,1.156,ATO
32986,2008-09-30,2008-12-31,2009-04-30,1.156,ATO
32986,2008-09-30,2009-03-31,2009-05-31,1.244,ATO
32986,2008-09-30,2009-03-31,2009-06-30,1.244,ATO
32986,2008-09-30,2009-03-31,2009-07-31,1.244,ATO
32986,2008-09-30,2009-06-30,2009-08-31,1.170,ATO
32986,2008-09-30,2009-06-30,2009-09-30,1.170,ATO
32986,2008-09-30,2009-06-30,2009-10-31,1.170,ATO
32986,2009-09-30,2009-09-30,2009-11-30,1.054,ATO
32986,2009-09-30,2009-09-30,2009-12-31,1.054,ATO
32986,2009-09-30,2009-09-30,2010-01-31,1.054,ATO
32986,2009-09-30,2009-12-31,2010-02-28,1.041,ATO
32986,2009-09-30,2009-12-31,2010-03-31,1.041,ATO
32986,2009-09-30,2009-12-31,2010-04-30,1.041,ATO
32986,2009-09-30,2010-03-31,2010-05-31,1.102,ATO
32986,2009-09-30,2010-03-31,2010-06-30,1.102,ATO
32986,2009-09-30,2010-03-31,2010-07-31,1.102,ATO
32986,2009-09-30,2010-06-30,2010-08-31,1.219,ATO
32986,2009-09-30,2010-06-30,2010-09-30,1.219,ATO
32986,2009-09-30,2010-06-30,2010-10-31,1.219,ATO
32986,2010-09-30,2010-09-30,2010-11-30,1.140,ATO
32986,2010-09-30,2010-09-30,2010-12-31,1.140,ATO
32986,2010-09-30,2010-09-30,2011-01-31,1.140,ATO
32986,2010-09-30,2010-12-31,2011-02-28,1.120,ATO
32986,2010-09-30,2010-12-31,2011-03-31,1.120,ATO
32986,2010-09-30,2010-12-31,2011-04-30,1.120,ATO
32986,2010-09-30,2011-03-31,2011-05-31,1.077,ATO
32986,2010-09-30,2011-03-31,2011-06-30,1.077,ATO
32986,2010-09-30,2011-03-31,2011-07-31,1.077,ATO
32986,2010-09-30,2011-06-30,2011-08-31,1.100,ATO
32986,2010-09-30,2011-06-30,2011-09-30,1.100,ATO
32986,2010-09-30,2011-06-30,2011-10-31,1.100,ATO
32986,2011-09-30,2011-09-30,2011-11-30,1.097,ATO
32986,2011-09-30,2011-09-30,2011-12-31,1.097,ATO
32986,2011-09-30,2011-09-30,2012-01-31,1.097,ATO
32986,2011-09-30,2011-12-31,2012-02-29,1.082,ATO
32986,2011-09-30,2011-12-31,2012-03-31,1.082,ATO
32986,2011-09-30,2011-12-31,2012-04-30,1.082,ATO
32986,2011-09-30,2012-03-31,2012-05-31,1.209,ATO
32986,2011-09-30,2012-03-31,2012-06-30,1.209,ATO
32986,2011-09-30,2012-03-31,2012-07-31,1.209,ATO
32986,2011-09-30,2012-06-30,2012-08-31,1.088,ATO
32986,2011-09-30,2012-06-30,2012-09-30,1.088,ATO
32986,2011-09-30,2012-06-30,2012-10-31,1.088,ATO
32986,2012-09-30,2012-09-30,2012-11-30,1.045,ATO
32986,2012-09-30,2012-09-30,2012-12-31,1.045,ATO
32986,2012-09-30,2012-09-30,2013-01-31,1.045,ATO
32986,2012-09-30,2012-12-31,2013-02-28,1.098,ATO
32986,2012-09-30,2012-12-31,2013-03-31,1.098,ATO
32986,2012-09-30,2012-12-31,2013-04-30,1.098,ATO
32986,2012-09-30,2013-03-31,2013-05-31,0.960,ATO
32986,2012-09-30,2013-03-31,2013-06-30,0.960,ATO
32986,2012-09-30,2013-03-31,2013-07-31,0.960,ATO
32986,2012-09-30,2013-06-30,2013-08-31,1.015,ATO
32986,2012-09-30,2013-06-30,2013-09-30,1.015,ATO
32986,2012-09-30,2013-06-30,2013-10-31,1.015,ATO
32986,2013-09-30,2013-09-30,2013-11-30,0.970,ATO
32986,2013-09-30,2013-09-30,2013-12-31,0.970,ATO
32986,2013-09-30,2013-09-30,2014-01-31,0.970,ATO
32986,2013-09-30,2013-12-31,2014-02-28,0.942,ATO
32986,2013-09-30,2013-12-31,2014-03-31,0.942,ATO
32986,2013-09-30,2013-12-31,2014-04-30,0.942,ATO
32986,2013-09-30,2014-03-31,2014-05-31,0.934,ATO
32986,2013-09-30,2014-03-31,2014-06-30,0.934,ATO
32986,2013-09-30,2014-03-31,2014-07-31,0.934,ATO
32986,2013-09-30,2014-06-30,2014-08-31,0.832,ATO
32986,2013-09-30,2014-06-30,2014-09-30,0.832,ATO
32986,2013-09-30,2014-06-30,2014-10-31,0.832,ATO
32986,2014-09-30,2014-09-30,2014-11-30,0.913,ATO
32986,2014-09-30,2014-09-30,2014-12-31,0.913,ATO
32986,2014-09-30,2014-09-30,2015-01-31,0.913,ATO
32986,2014-09-30,2014-12-31,2015-02-28,0.769,ATO
32986,2014-09-30,2014-12-31,2015-03-31,0.769,ATO
32986,2014-09-30,2014-12-31,2015-04-30,0.769,ATO
32986,2014-09-30,2015-03-31,2015-05-31,0.802,ATO
32986,2014-09-30,2015-03-31,2015-06-30,0.802,ATO
32986,2014-09-30,2015-03-31,2015-07-31,0.802,ATO
32986,2014-09-30,2015-06-30,2015-08-31,0.898,ATO
32986,2014-09-30,2015-06-30,2015-09-30,0.898,ATO
32986,2014-09-30,2015-06-30,2015-10-31,0.898,ATO
32986,2015-09-30,2015-09-30,2015-11-30,0.780,ATO
32986,2015-09-30,2015-09-30,2015-12-31,0.780,ATO
32986,2015-09-30,2015-09-30,2016-01-31,0.780,ATO
32986,2015-09-30,2015-12-31,2016-02-29,0.732,ATO
32986,2015-09-30,2015-12-31,2016-03-31,0.732,ATO
32986,2015-09-30,2015-12-31,2016-04-30,0.732,ATO
32986,2015-09-30,2016-03-31,2016-05-31,0.646,ATO
32986,2015-09-30,2016-03-31,2016-06-30,0.646,ATO
32986,2015-09-30,2016-03-31,2016-07-31,0.646,ATO
32986,2015-09-30,2016-06-30,2016-08-31,0.598,ATO
32986,2015-09-30,2016-06-30,2016-09-30,0.598,ATO
32986,2015-09-30,2016-06-30,2016-10-31,0.598,ATO
32986,2016-09-30,2016-09-30,2016-11-30,0.655,ATO
32986,2016-09-30,2016-09-30,2016-12-31,0.655,ATO
32986,2016-09-30,2016-09-30,2017-01-31,0.655,ATO
32986,2016-09-30,2016-12-31,2017-02-28,0.696,ATO
32986,2016-09-30,2016-12-31,2017-03-31,0.696,ATO
32986,2016-09-30,2016-12-31,2017-04-30,0.696,ATO
32986,2016-09-30,2017-03-31,2017-05-31,0.679,ATO
32986,2016-09-30,2017-03-31,2017-06-30,0.679,ATO
32986,2016-09-30,2017-03-31,2017-07-31,0.679,ATO
32986,2016-09-30,2017-06-30,2017-08-31,0.654,ATO
32986,2016-09-30,2017-06-30,2017-09-30,0.654,ATO
32986,2016-09-30,2017-06-30,2017-10-31,0.654,ATO
32986,2017-09-30,2017-09-30,2017-11-30,0.649,ATO
32986,2017-09-30,2017-09-30,2017-12-31,0.649,ATO
32986,2017-09-30,2017-09-30,2018-01-31,0.649,ATO
32986,2017-09-30,2017-12-31,2018-02-28,0.587,ATO
32986,2017-09-30,2017-12-31,2018-03-31,0.587,ATO
32986,2017-09-30,2017-12-31,2018-04-30,0.587,ATO
32986,2017-09-30,2018-03-31,2018-05-31,0.623,ATO
32986,2017-09-30,2018-03-31,2018-06-30,0.623,ATO
32986,2017-09-30,2018-03-31,2018-07-31,0.623,ATO
32986,2017-09-30,2018-06-30,2018-08-31,0.588,ATO
32986,2017-09-30,2018-06-30,2018-09-30,0.588,ATO
32986,2017-09-30,2018-06-30,2018-10-31,0.588,ATO
32986,2018-09-30,2018-09-30,2018-11-30,0.567,ATO
32986,2018-09-30,2018-09-30,2018-12-31,0.567,ATO
32986,2018-09-30,2018-09-30,2019-01-31,0.567,ATO
32986,2018-09-30,2018-12-31,2019-02-28,0.603,ATO
32986,2018-09-30,2018-12-31,2019-03-31,0.603,ATO
32986,2018-09-30,2018-12-31,2019-04-30,0.603,ATO
32986,2018-09-30,2019-03-31,2019-05-31,0.561,ATO
32986,2018-09-30,2019-03-31,2019-06-30,0.561,ATO
32986,2018-09-30,2019-03-31,2019-07-31,0.561,ATO
32986,2018-09-30,2019-06-30,2019-08-31,0.555,ATO
32986,2018-09-30,2019-06-30,2019-09-30,0.555,ATO
32986,2018-09-30,2019-06-30,2019-10-31,0.555,ATO
32986,2019-09-30,2019-09-30,2019-11-30,0.519,ATO
32986,2019-09-30,2019-09-30,2019-12-31,0.519,ATO
32986,2019-09-30,2019-09-30,2020-01-31,0.519,ATO
32986,2019-09-30,2019-12-31,2020-02-29,0.547,ATO
32986,2019-09-30,2019-12-31,2020-03-31,0.547,ATO
32986,2019-09-30,2019-12-31,2020-04-30,0.547,ATO
32986,2019-09-30,2020-03-31,2020-05-31,0.637,ATO
32986,2019-09-30,2020-03-31,2020-06-30,0.637,ATO
32986,2019-09-30,2020-03-31,2020-07-31,0.637,ATO
32986,2019-09-30,2020-06-30,2020-08-31,0.642,ATO
32986,2019-09-30,2020-06-30,2020-09-30,0.642,ATO
32986,2019-09-30,2020-06-30,2020-10-31,0.642,ATO
32986,2020-09-30,2020-09-30,2020-11-30,0.685,ATO
32986,2020-09-30,2020-09-30,2020-12-31,0.685,ATO
32986,2020-09-30,2020-09-30,2021-01-31,0.685,ATO
32986,2020-09-30,2020-12-31,2021-02-28,0.716,ATO
32986,2020-09-30,2020-12-31,2021-03-31,0.716,ATO
32986,2020-09-30,2020-12-31,2021-04-30,0.716,ATO
32986,2020-09-30,2021-03-31,2021-05-31,0.734,ATO
32986,2020-09-30,2021-03-31,2021-06-30,0.734,ATO
32986,2020-09-30,2021-03-31,2021-07-31,0.734,ATO
32986,2020-09-30,2021-06-30,2021-08-31,0.751,ATO
32986,2020-09-30,2021-06-30,2021-09-30,0.751,ATO
32986,2020-09-30,2021-06-30,2021-10-31,0.751,ATO
32986,2021-09-30,2021-09-30,2021-11-30,0.823,ATO
32986,2021-09-30,2021-09-30,2021-12-31,0.823,ATO
32986,2021-09-30,2021-09-30,2022-01-31,0.823,ATO
32986,2021-09-30,2021-12-31,2022-02-28,0.707,ATO
32986,2021-09-30,2021-12-31,2022-03-31,0.707,ATO
32986,2021-09-30,2021-12-31,2022-04-30,0.707,ATO
32986,2021-09-30,2022-03-31,2022-05-31,0.652,ATO
32986,2021-09-30,2022-03-31,2022-06-30,0.652,ATO
32986,2021-09-30,2022-03-31,2022-07-31,0.652,ATO
32986,2021-09-30,2022-06-30,2022-08-31,0.715,ATO
32986,2021-09-30,2022-06-30,2022-09-30,0.715,ATO
32986,2021-09-30,2022-06-30,2022-10-31,0.715,ATO
32986,2022-09-30,2022-09-30,2022-11-30,0.796,ATO
32986,2022-09-30,2022-09-30,2022-12-31,0.796,ATO
34498,1998-12-31,1999-09-30,2000-01-31,0.674,ALFA
34498,1999-12-31,1999-12-31,2000-02-29,0.671,ALFA
34498,1999-12-31,1999-12-31,2000-03-31,0.671,ALFA
34498,1999-12-31,1999-12-31,2000-04-30,0.671,ALFA
34498,1999-12-31,2000-03-31,2000-05-31,0.693,ALFA
34498,1999-12-31,2000-03-31,2000-06-30,0.693,ALFA
34498,1999-12-31,2000-03-31,2000-07-31,0.693,ALFA
34498,1999-12-31,2000-06-30,2000-08-31,0.664,ALFA
34498,1999-12-31,2000-06-30,2000-09-30,0.664,ALFA
34498,1999-12-31,2000-06-30,2000-10-31,0.664,ALFA
34498,1999-12-31,2000-09-30,2000-11-30,0.707,ALFA
34498,1999-12-31,2000-09-30,2000-12-31,0.707,ALFA
34498,1999-12-31,2000-09-30,2001-01-31,0.707,ALFA
34498,2000-12-31,2000-12-31,2001-02-28,0.717,ALFA
34498,2000-12-31,2000-12-31,2001-03-31,0.717,ALFA
34498,2000-12-31,2000-12-31,2001-04-30,0.717,ALFA
34498,2000-12-31,2001-03-31,2001-05-31,0.714,ALFA
34498,2000-12-31,2001-03-31,2001-06-30,0.714,ALFA
34498,2000-12-31,2001-03-31,2001-07-31,0.714,ALFA
34498,2000-12-31,2001-06-30,2001-08-31,0.553,ALFA
34498,2000-12-31,2001-06-30,2001-09-30,0.553,ALFA
34498,2000-12-31,2001-06-30,2001-10-31,0.553,ALFA
34498,2000-12-31,2001-09-30,2001-11-30,0.634,ALFA
34498,2000-12-31,2001-09-30,2001-12-31,0.634,ALFA
34498,2000-12-31,2001-09-30,2002-01-31,0.634,ALFA
34498,2001-12-31,2001-12-31,2002-02-28,0.626,ALFA
34498,2001-12-31,2001-12-31,2002-03-31,0.626,ALFA
34498,2001-12-31,2001-12-31,2002-04-30,0.626,ALFA
34498,2001-12-31,2002-03-31,2002-05-31,0.505,ALFA
34498,2001-12-31,2002-03-31,2002-06-30,0.505,ALFA
34498,2001-12-31,2002-03-31,2002-07-31,0.505,ALFA
34498,2001-12-31,2002-06-30,2002-08-31,0.620,ALFA
34498,2001-12-31,2002-06-30,2002-09-30,0.620,ALFA
34498,2001-12-31,2002-06-30,2002-10-31,0.620,ALFA
34498,2001-12-31,2002-09-30,2002-11-30,0.615,ALFA
34498,2001-12-31,2002-09-30,2002-12-31,0.615,ALFA
34498,2001-12-31,2002-09-30,2003-01-31,0.615,ALFA
34498,2002-12-31,2002-12-31,2003-02-28,0.638,ALFA
34498,2002-12-31,2002-12-31,2003-03-31,0.638,ALFA
34498,2002-12-31,2002-12-31,2003-04-30,0.638,ALFA
34498,2002-12-31,2003-03-31,2003-05-31,0.671,ALFA
34498,2002-12-31,2003-03-31,2003-06-30,0.671,ALFA
34498,2002-12-31,2003-03-31,2003-07-31,0.671,ALFA
34498,2002-12-31,2003-06-30,2003-08-31,0.656,ALFA
34498,2002-12-31,2003-06-30,2003-09-30,0.656,ALFA
34498,2002-12-31,2003-06-30,2003-10-31,0.656,ALFA
34498,2002-12-31,2003-09-30,2003-11-30,0.660,ALFA
34498,2002-12-31,2003-09-30,2003-12-31,0.660,ALFA
34498,2002-12-31,2003-09-30,2004-01-31,0.660,ALFA
34498,2003-12-31,2003-12-31,2004-02-29,0.668,ALFA
34498,2003-12-31,2003-12-31,2004-03-31,0.668,ALFA
34498,2003-12-31,2003-12-31,2004-04-30,0.668,ALFA
34498,2003-12-31,2004-03-31,2004-05-31,0.662,ALFA
34498,2003-12-31,2004-03-31,2004-06-30,0.662,ALFA
34498,2003-12-31,2004-03-31,2004-07-31,0.662,ALFA
34498,2003-12-31,2004-06-30,2004-08-31,0.617,ALFA
34498,2003-12-31,2004-06-30,2004-09-30,0.617,ALFA
34498,2003-12-31,2004-06-30,2004-10-31,0.617,ALFA
34498,2003-12-31,2004-09-30,2004-11-30,0.635,ALFA
34498,2003-12-31,2004-09-30,2004-12-31,0.635,ALFA
34498,2003-12-31,2004-09-30,2005-01-31,0.635,ALFA
34498,2004-12-31,2004-12-31,2005-02-28,0.606,ALFA
34498,2004-12-31,2004-12-31,2005-03-31,0.606,ALFA
34498,2004-12-31,2004-12-31,2005-04-30,0.606,ALFA
34498,2004-12-31,2005-03-31,2005-05-31,0.636,ALFA
34498,2004-12-31,2005-03-31,2005-06-30,0.636,ALFA
34498,2004-12-31,2005-03-31,2005-07-31,0.636,ALFA
34498,2004-12-31,2005-06-30,2005-08-31,0.659,ALFA
34498,2004-12-31,2005-06-30,2005-09-30,0.659,ALFA
34498,2004-12-31,2005-06-30,2005-10-31,0.659,ALFA
34498,2004-12-31,2005-09-30,2005-11-30,0.582,ALFA
34498,2004-12-31,2005-09-30,2005-12-31,0.582,ALFA
34498,2004-12-31,2005-09-30,2006-01-31,0.582,ALFA
34498,2005-12-31,2005-12-31,2006-02-28,0.607,ALFA
34498,2005-12-31,2005-12-31,2006-03-31,0.607,ALFA
34498,2005-12-31,2005-12-31,2006-04-30,0.607,ALFA
34498,2005-12-31,2006-03-31,2006-05-31,0.570,ALFA
34498,2005-12-31,2006-03-31,2006-06-30,0.570,ALFA
34498,2005-12-31,2006-03-31,2006-07-31,0.570,ALFA
34498,2005-12-31,2006-06-30,2006-08-31,0.584,ALFA
34498,2005-12-31,2006-06-30,2006-09-30,0.584,ALFA
34498,2005-12-31,2006-06-30,2006-10-31,0.584,ALFA
34498,2005-12-31,2006-09-30,2006-11-30,0.593,ALFA
34498,2005-12-31,2006-09-30,2006-12-31,0.593,ALFA
34498,2005-12-31,2006-09-30,2007-01-31,0.593,ALFA
34498,2006-12-31,2006-12-31,2007-02-28,0.563,ALFA
34498,2006-12-31,2006-12-31,2007-03-31,0.563,ALFA
34498,2006-12-31,2006-12-31,2007-04-30,0.563,ALFA
34498,2006-12-31,2007-03-31,2007-05-31,0.576,ALFA
34498,2006-12-31,2007-03-31,2007-06-30,0.576,ALFA
34498,2006-12-31,2007-03-31,2007-07-31,0.576,ALFA
34498,2006-12-31,2007-06-30,2007-08-31,0.687,ALFA
34498,2006-12-31,2007-06-30,2007-09-30,0.687,ALFA
34498,2006-12-31,2007-06-30,2007-10-31,0.687,ALFA
34498,2006-12-31,2007-09-30,2007-11-30,0.604,ALFA
34498,2006-12-31,2007-09-30,2007-12-31,0.604,ALFA
34498,2006-12-31,2007-09-30,2008-01-31,0.604,ALFA
34498,2007-12-31,2007-12-31,2008-02-29,0.504,ALFA
34498,2007-12-31,2007-12-31,2008-03-31,0.504,ALFA
